1;111;2
1;216;2
1;70;2
1;53;2
1;35;2
1;356;2
1;284;2
1;15;2
1;161;2
1;125;2
1;252;2
1;151;2
1;90;3
1;381;2
1;14;2
1;92;2
1;326;2
1;71;2
1;140;2
1;46;2
1;109;2
1;143;3
1;51;3
1;187;2
1;74;2
1;60;2
1;2;5
1;492;2
1;139;2
1;221;2
1;76;2
1;3;5
1;186;2
1;12;2
1;189;2
1;280;3
1;23;2
1;94;2
1;159;2
1;47;2
1;54;2
1;204;2
1;527;1
1;303;1
1;404;1
2;648;2
2;785;2
2;964;2
2;1003;2
2;605;2
2;754;2
2;730;2
2;683;2
2;712;3
2;246;2
2;664;2
2;662;2
2;954;2
2;831;2
2;615;2
2;737;5
2;817;2
2;663;4
2;638;2
2;974;2
2;819;3
2;616;2
2;631;2
2;613;2
2;993;2
2;618;2
2;934;2
2;779;2
2;1076;2
2;129;2
2;637;2
2;675;2
2;866;2
2;644;2
2;810;2
2;647;2
2;632;2
2;849;2
2;622;3
2;661;2
2;804;2
2;1138;1
2;1045;1
2;608;1
3;648;2
3;1051;2
3;1771;5
3;1938;2
3;1439;2
3;1836;3
3;1221;2
3;1358;2
3;246;2
3;1835;2
3;1787;2
3;1961;2
3;1770;2
3;1793;5
3;480;2
3;1252;2
3;698;3
3;665;4
3;1188;2
3;881;2
3;74;2
3;1814;2
3;1999;2
3;1208;2
3;618;2
3;1207;2
3;1418;3
3;1259;4
3;1774;3
3;970;2
3;804;2
3;1299;1
3;2299;1
4;658;2
4;2433;2
4;2512;2
4;2458;3
4;2824;2
4;2593;2
4;2446;2
4;2518;2
4;2511;2
4;2442;2
4;2530;2
4;1570;2
4;2657;2
4;2823;2
4;2716;2
4;2610;2
4;2515;2
4;580;2
4;2994;2
4;1804;2
4;2516;2
4;1522;2
4;2768;2
4;2476;2
4;740;2
4;2536;2
4;2821;2
4;2910;2
4;51;2
4;2767;2
4;1466;2
4;877;2
4;630;2
4;3278;2
4;2507;2
4;2722;2
4;2685;2
4;702;2
4;74;5
4;3210;2
4;2595;2
4;1395;2
4;1481;2
4;1691;2
4;2475;2
4;585;2
4;170;2
4;2581;3
4;2445;3
4;3201;2
4;3349;2
4;3454;1
4;2647;1
4;748;1
4;2299;1
5;1771;2
5;35;2
5;3642;2
5;1813;4
5;1435;2
5;3641;2
5;1075;2
5;2030;2
5;52;3
5;1880;3
5;525;2
5;802;5
5;129;2
6;4314;2
6;4266;3
6;4494;2
6;4258;2
6;4504;2
6;4267;2
6;4313;3
6;2953;2
6;4286;2
6;4392;4
6;2924;2
6;1715;2
6;4476;2
6;4412;4
6;4276;2
6;71;2
6;4268;2
6;822;4
6;663;2
6;4446;2
6;3372;2
6;74;2
6;4514;2
6;2135;2
6;4273;3
6;4262;2
6;4282;2
6;4284;2
6;3112;5
6;94;3
6;4467;2
6;4361;2
6;4992;1
6;2299;1
7;4321;2
7;5410;2
7;5411;2
7;5371;5
7;5350;2
7;5439;2
7;735;2
7;5416;2
7;1579;2
7;5372;3
7;5344;2
7;5407;2
8;1322;5
8;1791;2
9;5748;2
9;5732;3
9;3222;2
9;3207;2
9;3598;5
9;5784;2
9;2381;2
10;5973;2
10;5951;2
10;1435;5
10;2212;2
10;5998;2
11;2054;2
11;1507;3
11;2395;2
11;1439;2
11;6280;2
11;1566;2
11;2729;2
11;6357;2
11;6205;2
11;6258;2
11;6279;2
11;3341;2
11;6420;2
11;6154;2
11;3222;2
11;1976;2
11;6174;2
11;3378;2
11;3548;2
11;1807;2
11;1702;2
11;2076;2
11;6276;2
11;6236;2
11;6230;2
11;1530;2
11;861;2
11;5741;3
11;1492;2
11;6233;2
11;6161;2
11;1599;4
11;6242;2
11;6408;2
11;6215;3
11;6315;2
11;3494;5
11;6190;3
11;1955;2
11;5963;2
11;1188;2
11;3777;2
11;1991;2
11;1410;2
11;618;2
11;6217;2
11;2430;2
